SNo,Country,Confirmed,Deaths,Recovered
6729,South Korea,8565,91,1540
6730,US,5365,34,0
6738,Mainland China,1378,8,1318
6739,US,1376,74,0
6740,Mainland China,1273,22,1250
6741,Mainland China,1233,1,1217
6743,Mainland China,1018,4,1014
6744,Mainland China,990,6,984
6745,US,952,18,0
6746,Mainland China,935,1,934
6750,Mainland China,761,7,747
6751,US,742,9,0
6755,Mainland China,631,0,631
6757,Mainland China,576,6,570
6759,Mainland China,540,3,536
6760,Mainland China,483,13,460
6761,Mainland China,480,8,380
6764,US,422,4,0
6766,US,417,9,0
6768,US,392,10,0
6769,Mainland China,363,3,326
6773,US,334,3,0
6775,US,328,0,0
6776,Mainland China,318,6,310
6779,Mainland China,296,1,295
6780,US,287,10,0
6784,US,277,4,0
6788,US,260,5,0
6791,Mainland China,253,2,250
6792,Mainland China,246,3,237
6798,US,206,1,0
6804,Mainland China,176,2,172
6805,Mainland China,168,6,161
6806,US,159,2,0
6807,US,159,0,0
6809,US,154,0,0
6812,Mainland China,146,2,144
6815,Mainland China,137,3,133
6816,Mainland China,134,2,91
6817,Mainland China,133,0,133
6818,Mainland China,125,1,122
6820,US,123,0,0
6825,US,119,0,0
6830,US,107,1,0
6834,US,99,2,0
6836,US,95,1,0
6838,Mainland China,93,1,92
6839,US,89,0,0
6840,US,88,3,0
6844,US,81,1,0
6845,US,80,0,0
6847,US,78,0,0
6848,Mainland China,76,3,73
6850,Mainland China,75,1,74
6851,Mainland China,75,0,75
6860,US,62,0,0
6862,US,60,2,0
6866,US,52,0,0
6868,US,50,1,0
6872,US,47,0,0
6873,US,45,0,0
6876,US,44,0,0
6877,US,44,0,0
6878,US,44,1,0
6879,US,44,0,0
6883,US,40,0,0
6886,US,37,2,0
6888,US,35,0,0
6890,US,34,1,0
6894,US,31,1,0
6895,US,30,0,0
6896,US,29,0,0
6902,US,22,0,0
6903,US,22,0,0
6904,Mainland China,18,0,18
6905,US,18,0,0
6906,US,18,0,0
6911,US,16,0,0
6921,US,12,0,0
6927,US,11,0,0
6928,US,11,0,0
6929,US,11,1,0
6937,US,9,0,0
6964,US,3,0,0
6976,US,2,0,0
6977,US,2,0,0
7000,US,1,0,108
7015,Mainland China,67800,3133,58382
7021,South Korea,8652,94,1540
7022,US,8310,42,0
7030,US,1524,83,0
7031,Mainland China,1395,8,1323
7032,Mainland China,1273,22,1250
7034,Mainland China,1234,1,1219
7035,US,1177,23,0
7038,Mainland China,1018,4,1014
7039,Mainland China,990,6,984
7041,Mainland China,935,1,934
7042,US,890,11,0
7045,Mainland China,762,7,748
7049,Mainland China,631,0,631
7050,US,585,5,0
7051,Mainland China,576,6,570
7052,US,563,10,0
7053,US,552,3,0
7054,Mainland China,541,3,536
7055,US,538,14,0
7058,Mainland China,491,8,390
7059,Mainland China,484,13,463
7065,US,420,13,0
7066,US,413,1,0
7068,US,394,5,0
7070,Mainland China,371,3,326
7073,US,363,4,0
7079,Mainland China,318,6,310
7082,US,303,1,0
7083,Mainland China,299,1,295
7089,Mainland China,254,2,250
7091,Mainland China,247,3,237
7094,US,233,0,0
7097,US,207,3,0
7099,US,194,3,0
7101,Mainland China,176,2,172
7102,US,173,2,0
7103,US,172,0,0
7104,Mainland China,168,6,161
7108,US,149,1,0
7110,Mainland China,146,2,144
7114,Mainland China,137,3,133
7120,Mainland China,134,2,98
7121,Mainland China,133,0,133
7126,Mainland China,126,2,122
7127,US,126,1,0
7128,US,122,2,0
7130,US,115,0,0
7131,US,114,1,0
7132,US,114,3,0
7134,US,96,0,0
7136,Mainland China,93,1,92
7141,US,86,2,0
7144,US,83,0,0
7146,US,80,1,0
7148,US,78,0,0
7149,US,78,0,0
7151,Mainland China,76,3,73
7153,Mainland China,75,1,74
7154,Mainland China,75,0,75
7157,US,71,1,0
7165,US,56,0,0
7167,US,54,0,0
7168,US,53,2,0
7173,US,49,0,0
7174,US,49,1,0
7176,US,47,2,0
7178,US,45,0,0
7180,US,44,1,0
7181,US,44,0,0
7183,US,43,0,0
7188,US,38,0,0
7189,US,37,0,0
7192,US,29,2,0
7196,US,26,0,0
7199,US,23,0,0
7200,US,23,0,0
7204,US,19,0,0
7205,US,19,0,0
7206,Mainland China,18,0,18
7217,US,15,0,0
7219,US,14,0,0
7220,US,14,0,0
7221,US,14,1,0
7228,US,12,0,0
7242,US,7,0,0
7263,US,3,0,0
7297,US,1,0,147
7314,Mainland China,67800,3139,58946
7320,US,11710,60,0
7321,South Korea,8799,102,1540
7328,US,1793,94,0
7330,Mainland China,1400,8,1325
7331,US,1364,24,0
7332,US,1327,16,0
7335,Mainland China,1273,22,1250
7336,Mainland China,1236,1,1219
7339,Mainland China,1018,4,1014
7342,Mainland China,990,6,984
7343,Mainland China,935,1,934
7345,US,788,5,0
7347,Mainland China,764,7,749
7348,US,753,6,0
7353,US,659,13,0
7354,Mainland China,631,0,631
7355,US,585,16,0
7356,US,581,5,0
7357,Mainland China,576,6,570
7358,Mainland China,542,3,536
7362,US,525,1,0
7364,US,507,14,0
7366,Mainland China,504,8,396
7367,Mainland China,484,13,463
7375,US,396,2,0
7377,US,390,4,0
7379,Mainland China,380,3,327
7381,US,371,1,0
7384,Mainland China,318,6,310
7390,Mainland China,303,1,295
7392,US,282,4,0
7394,Mainland China,254,2,250
7395,US,253,0,0
7396,Mainland China,248,3,239
7397,US,248,3,0
7407,US,194,4,0
7408,US,193,2,0
7412,Mainland China,176,2,172
7415,US,171,3,0
7416,Mainland China,168,6,161
7418,US,161,2,0
7421,US,156,2,0
7424,Mainland China,146,2,144
7426,US,140,1,0
7428,US,138,1,0
7429,Mainland China,137,3,133
7430,US,136,0,0
7431,Mainland China,134,2,113
7432,Mainland China,133,0,133
7433,US,131,0,0
7434,US,128,4,0
7435,Mainland China,126,2,122
7437,US,122,0,0
7438,US,118,1,0
7440,US,114,5,0
7447,Mainland China,93,1,92
7451,US,87,3,0
7459,US,98,1,0
7462,Mainland China,76,3,73
7463,Mainland China,75,1,74
7464,Mainland China,75,0,75
7465,US,74,3,0
7467,US,70,0,0
7469,US,68,0,0
7471,US,66,0,0
7474,US,57,2,0
7475,US,55,0,0
7480,US,53,1,0
7485,US,49,0,0
7489,US,45,0,0
7490,US,43,0,0
7492,US,38,0,0
7494,US,37,0,0
7495,US,36,0,0
7498,US,29,2,0
7499,US,28,0,0
7506,US,23,0,0
7507,US,23,0,0
7511,US,21,0,0
7512,US,21,1,0
7517,Mainland China,18,0,18
7527,US,15,0,0
7528,US,15,0,0
7533,US,14,1,0
7541,US,8,0,0
7550,US,6,0,0
7587,Mainland China,1,0,1
7601,US,1,0,171
7754,South Korea,8897,104,2909
7780,US,157,0,0
7781,US,20,0,0
7783,US,0,0,0
7784,Mainland China,990,6,984
7785,US,152,2,0
7786,US,165,0,0
7789,Mainland China,514,8,400
7792,US,1646,30,0
7795,Mainland China,577,6,570
7796,US,591,6,0
7797,US,327,8,0
7799,US,56,0,0
7802,US,49,0,0
7803,US,204,2,0
7806,US,1004,13,0
7809,Mainland China,307,1,295
7810,Mainland China,136,2,114
7811,US,621,25,0
7814,US,30,1,0
7817,US,27,1,0
7818,Mainland China,1407,8,1329
7819,Mainland China,254,2,250
7820,Mainland China,146,2,144
7821,Mainland China,168,6,161
7822,US,53,0,0
7823,Mainland China,319,6,310
7824,Mainland China,484,13,466
7825,Mainland China,1273,22,1250
7827,Mainland China,67800,3144,59433
7828,Mainland China,1018,4,1014
7829,US,42,0,0
7830,US,1049,9,0
7831,US,204,6,0
7832,Mainland China,75,1,74
7833,US,90,0,0
7836,Mainland China,633,0,631
7837,Mainland China,936,1,934
7838,Mainland China,93,1,92
7839,US,65,2,0
7840,US,103,3,0
7841,Mainland China,126,2,124
7842,US,837,20,0
7844,US,89,0,0
7847,US,244,3,0
7848,US,646,5,0
7850,US,1035,9,0
7851,US,167,1,0
7852,US,207,1,0
7853,US,87,3,0
7854,US,34,0,0
7856,US,51,0,0
7857,US,190,2,0
7860,US,74,0,0
7861,US,1914,20,0
7862,US,57,0,0
7864,US,15800,117,0
7866,Mainland China,75,0,75
7867,US,305,0,0
7868,US,28,0,0
7869,US,0,0,0
7873,US,356,3,0
7874,US,67,2,0
7876,US,161,5,0
7877,US,509,4,0
7879,US,23,1,0
7880,Mainland China,18,0,18
7884,US,83,0,0
7887,Mainland China,248,3,239
7888,Mainland China,766,7,750
7889,Mainland China,394,4,328
7890,Mainland China,133,0,133
7891,Mainland China,543,3,536
7894,US,196,3,0
7895,US,21,1,0
7898,US,505,2,0
7899,US,643,7,0
7900,Mainland China,137,3,133
7901,Mainland China,1,0,1
7902,US,162,1,0
7903,US,52,2,0
7905,US,6,0,0
7906,US,220,6,0
7907,US,1997,97,0
7908,US,16,0,0
7910,US,381,4,0
7911,US,4,0,0
7912,US,26,0,0
7913,Mainland China,76,3,73
7914,Mainland China,176,2,172
7915,Mainland China,1237,1,1219
